Total Estimated Distance,Συνολική Εκτιμώμενη Απόσταση,
Total Exemption Amount,Συνολικό ποσό απαλλαγής,
Total Expense,Συνολική δαπάνη,
Total Expense Claim (via Expense Claim),Σύνολο αξίωση Εξόδων (μέσω αιτημάτων εξόδων),
Total Expense Claim (via Expense Claims),Σύνολο αξίωση Εξόδων (μέσω αξιώσεις Εξόδων),
Total Expense This Year,Συνολική δαπάνη φέτος,
Total Experience,Συνολική εμπειρία,
Total Forecast (Future Data),Συνολική πρόβλεψη (μελλοντικά δεδομένα),
Total Forecast (Past Data),Συνολική πρόβλεψη (Προηγούμενα δεδομένα),
Total Gain/Loss,Συνολικό κέρδος / ζημιά,
Total Hold Time,Συνολικός χρόνος αναμονής,
Total Holidays,Συνολικές διακοπές,
Total Income,Συνολικό εισόδημα,
Total Income This Year,Συνολικό εισόδημα αυτό το έτος,
Total Incoming Value,Συνολική εισερχόμενη αξία,
Total Interest Amount,Συνολικό Ποσό Τόκου,
Total Interest Payable,Σύνολο Τόκοι πληρωτέοι,
Total Invoiced Amount,Συνολικό ποσό που τιμολογήθηκε,
Total Late Entries,Συνολικές καθυστερημένες καταχωρίσεις,
Total Leave Days,Σύνολο ημερών άδειας,
Total Leaves,Σύνολο Φύλλα,
Total Leaves Allocated,Σύνολο αδειών που διατέθηκε,
Total Leaves Encashed,Σύνολο φύλλων εμπλοκής,
Total Loan Repayment,Σύνολο Αποπληρωμή δανείων,
Total Message(s),Σύνολο μηνυμάτων,
Total Monthly Sales,Συνολικές μηνιαίες πωλήσεις,
Total Net Weight,Συνολικό Καθαρό Βάρος,
Total Number of Depreciations,Συνολικός αριθμός των Αποσβέσεων,
Total Operating Cost,Συνολικό κόστος λειτουργίας,
Total Order Considered,Σύνολο παραγγελιών που μελετήθηκε,
Total Order Value,Συνολική αξία της παραγγελίας,
Total Orders,Σύνολο παραγγελιών,
Total Outgoing,Συνολική εξερχόμενη,
Total Outgoing Value,Συνολική εξερχόμενη αξία,
Total Outstanding,Σύνολο εξαιρετικών,
Total Outstanding Amount,Συνολικού ανεξόφλητου υπολοίπου,
Total Outstanding: {0},Σύνολο ανεκτέλεστα: {0},
Total Paid Amount,Συνολικό καταβεβλημένο ποσό,
Total Parents Teacher Meeting,Συνολική συνάντηση δασκάλων γονέων,
Total Payable Amount,Συνολικό πληρωτέο ποσό,
Total Payable Interest,Σύνολο πληρωτέοι τόκοι,
Total Payment,Σύνολο πληρωμών,
Total Payment Amount in Payment Schedule must be equal to Grand / Rounded Total,Το συνολικό ποσό πληρωμής στο Πρόγραμμα Πληρωμών πρέπει να είναι ίσο με το Μεγάλο / Στρογγυλεμένο Σύνολο,
Total Payment Request amount cannot be greater than {0} amount,Το ποσό του συνολικού αιτήματος πληρωμής δεν μπορεί να είναι μεγαλύτερο από το {0} ποσό,
Total Payments,Συνολικές Πληρωμές,
Total Planned Qty,Συνολική προγραμματισμένη ποσότητα,
Total Present,Σύνολο παρόντων,
Total Principal Amount,Συνολικό αρχικό ποσό,
Total Principal Paid,Συνολική πληρωμή βασικού ποσού,
Total Produced Qty,Συνολική Ποσότητα Παραγωγής,
Total Projected Qty,Συνολικές προβλεπόμενες Ποσότητα,
Total Purchase Cost (via Purchase Invoice),Συνολικό Κόστος Αγοράς (μέσω του τιμολογίου αγοράς),
Total Qty,Συνολική ποσότητα,
Total Quantity,Συνολική ποσότητα,
Total Received Amount,Συνολικό ληφθέν ποσό,
Total Revenue,Σύνολο εσόδων,
Total Sales Amount (via Sales Order),Συνολικό Ποσό Πωλήσεων (μέσω Παραγγελίας),
Total Sanctioned Amount,Σύνολο εγκεκριμένων ποσών,
Total Score,Συνολικό σκορ,
Total Score (Out of 5),Συνολική βαθμολογία (από 5),
Total Score Obtained,Συνολικό αποτέλεσμα,
Total Security Value,Συνολική αξία ασφαλείας,
Total Sessions,Σύνολο συνεδριών,
Total Sessions Completed,Ολοκληρώθηκαν συνολικά συνεδρίες,
Total Stock Summary,Συνολική σύνοψη μετοχών,
Total Student,Σύνολο φοιτητών,
Total Students,Σύνολο φοιτητών,
Total Target,Σύνολο στόχου,
Total Tasks,Σύνολο εργασιών,
Total Tax,Σύνολο φόρου,
Total Taxable Amount,Συνολικό φορολογητέο ποσό,
Total Taxable Value,Συνολική φορολογητέα αξία,
Total Taxable value,Συνολική φορολογητέα αξία,
Total Taxes and Charges,Σύνολο φόρων και επιβαρύνσεων,
Total Taxes and Charges (Company Currency),Σύνολο φόρων και επιβαρύνσεων (στο νόμισμα της εταιρείας),
Total Therapy Sessions: ,Σύνολο συνεδριών θεραπείας:,
Total Time in Mins,Συνολικός χρόνος σε λεπτά,
Total Unpaid: {0},Το σύνολο των απλήρωτων: {0},
Total Value Difference (Out - In),Συνολική διαφορά αξίας (εξερχόμενη - εισερχόμενη),
Total Variance,Συνολική διακύμανση,
Total Weight,Συνολικό βάρος,
Total Weightage of all Assessment Criteria must be 100%,Σύνολο weightage όλων των κριτηρίων αξιολόγησης πρέπει να είναι 100%,
Total Working Hours,Σύνολο ωρών εργασίας,
Total advance ({0}) against Order {1} cannot be greater than the Grand Total ({2}),Σύνολο εκ των προτέρων ({0}) κατά Παραγγελία {1} δεν μπορεί να είναι μεγαλύτερη από το Γενικό σύνολο ({2}),
Total advance amount cannot be greater than total claimed amount,Το συνολικό ποσό προκαταβολής δεν μπορεί να είναι μεγαλύτερο από το συνολικό απαιτούμενο ποσό,
Total advance amount cannot be greater than total sanctioned amount,Το συνολικό ποσό προκαταβολής δεν μπορεί να είναι μεγαλύτερο από το συνολικό ποσό που έχει επιβληθεί,
Total allocated leaves are more days than maximum allocation of {0} leave type for employee {1} in the period,Τα συνολικά κατανεμημένα φύλλα είναι περισσότερες ημέρες από τη μέγιστη κατανομή {0} τύπου άδειας για εργαζόμενο {1} κατά την περίοδο,
Total allocated leaves are more than days in the period,Σύνολο των κατανεμημένων φύλλα είναι περισσότερο από ημέρες κατά την περίοδο,
Total allocated percentage for sales team should be 100,Το σύνολο των κατανεμημέωνων ποσοστών για την ομάδα πωλήσεων πρέπει να είναι 100,
Total cannot be zero,Το σύνολο δεν μπορεί να είναι μηδέν,
Total contribution percentage should be equal to 100,Το συνολικό ποσοστό συνεισφοράς πρέπει να είναι ίσο με 100,
Total flexible benefit component amount {0} should not be less than max benefits {1},Το συνολικό ποσό της ευέλικτης συνιστώσας παροχών {0} δεν πρέπει να είναι μικρότερο από τα μέγιστα οφέλη {1},
Total hours: {0},Σύνολο ωρών: {0},
Total in words,Σύνολο ολογράφως,
Total leaves allocated is mandatory for Leave Type {0},Το σύνολο των κατανεμημένων φύλλων είναι υποχρεωτικό για τον Τύπο Αδείας {0},
Total payments amount can't be greater than {},Το συνολικό ποσό πληρωμών δεν μπορεί να είναι μεγαλύτερο από {},
Total percentage allocation for distributed cost center should be equal to 100,Το συνολικό ποσοστό κατανομής για το κέντρο διανομής πρέπει να είναι ίσο με 100,
Total weightage assigned should be 100%.<br>It is {0},Το συνολικό βάρος που αποδίδεται πρέπει να είναι 100%.<br> Είναι {0},
Total working hours should not be greater than max working hours {0},Οι συνολικές ώρες εργασίας δεν πρέπει να είναι μεγαλύτερη από το ωράριο εργασίας max {0},
Total {0} ({1}),Σύνολο {0} ({1}),
"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'","Σύνολο {0} για όλα τα στοιχεία είναι μηδέν, μπορεί να πρέπει να αλλάξει »Μοιράστε τελών με βάση το &#39;",
Total(Amt),Σύνολο (ποσό),
Total(Qty),Σύνολο (ποσότητα),
Totals,Σύνολα,
Traceability,ιχνηλασιμότητα,
Traceback,Ανατρέχω,
Track Service Level Agreement,Παρακολούθηση Συμφωνίας Επίπεδο Υπηρεσίας,
Track separate Income and Expense for product verticals or divisions.,Παρακολουθήστε ξεωριστά έσοδα και έξοδα για τις κάθετες / διαιρέσεις προϊόντος,
Track this Delivery Note against any Project,Παρακολουθήστε αυτό το δελτίο αποστολής σε οποιουδήποτε έργο,
Track this Purchase Receipt against any Project,Παρακολούθηση αυτής της απόδειξης αγοράς έναντι οποιουδήποτε Έργου,
Track this Sales Order against any Project,Παρακολουθήστε αυτές τις πωλήσεις παραγγελίας σε οποιουδήποτε έργο,
Train,Τρένο,
Trainer Email,εκπαιδευτής Email,
Trainer Name,Όνομα εκπαιδευτής,
Training,Εκπαίδευση,
Training Date,Ημερομηνία εκπαίδευσης,
Training Event,εκπαίδευση Event,
Training Event Employee,Κατάρτιση Εργαζομένων Event,
Training Event:,Εκπαιδευτική εκδήλωση:,
Training Events,Εκδηλώσεις Εκπαίδευσης,
Training Feedback,Εκπαίδευση Σχόλια,
Training Program,Εκπαιδευτικό Πρόγραμμα,
Training Result,εκπαίδευση Αποτέλεσμα,
Training Result Employee,Εκπαίδευση Εργαζομένων Αποτέλεσμα,
Trainings,Εκπαίδευση,
Transaction,Συναλλαγή,
Transaction Currency,Νόμισμα συναλλαγής,
Transaction Date,Ημερομηνία Συναλλαγής,
Transaction Details,Λεπτομέρειες Συναλλαγής,
Transaction Error,Σφάλμα συναλλαγής,
Transaction ID,Ταυτότητα συναλλαγής,
Transaction Name,Όνομα συναλλαγής,
Transaction Type,Τύπος συναλλαγής,
Transaction currency must be same as Payment Gateway currency,Νόμισμα συναλλαγής πρέπει να είναι ίδια με πύλη πληρωμής νόμισμα,
Transaction not allowed against stopped Work Order {0},Η συναλλαγή δεν επιτρέπεται σε περίπτωση διακοπής της παραγγελίας εργασίας {0},
Transaction reference no {0} dated {1},αναφοράς συναλλαγής δεν {0} με ημερομηνία {1},
Transactions,Συναλλαγές,
Transactions Annual History,Ετήσια Ιστορία Συναλλαγών,
Transfer,ΜΕΤΑΦΟΡΑ,
Transfer Date,Ημερομηνία μεταφοράς,
Transfer Material,Μεταφορά υλικού,
Transfer Material Against,Μεταφορά υλικού κατά,
Transfer Material to Supplier,Μεταφορά Υλικού Προμηθευτή,
Transfer Materials For Warehouse {0},Μεταφορά υλικών για αποθήκη {0},
Transfer Qty,Ποσότητα μεταφοράς,
Transfer Status,Κατάσταση μεταφοράς,
Transfer Type,Τύπος μεταφοράς,
Transfered,Μεταφέρονται,
Transferred,Μεταφέρθηκε,
Transferred Qty,Μεταφερόμενη ποσότητα,
Transferred Quantity,Μεταφερθείσα ποσότητα,
Transport Receipt Date,Ημερομηνία παραλαβής μεταφοράς,
Transport Receipt No,Αριθμός παραλαβής μεταφοράς,
Transport Receipt No and Date are mandatory for your chosen Mode of Transport,Η παραλαβή μεταφοράς και η ημερομηνία δεν είναι υποχρεωτικές για τον επιλεγμένο τρόπο μεταφοράς,
Transportation,Μεταφορά,
Transporter,Μεταφορέας,
Transporter Details,Λεπτομέρειες Transporter,
Transporter ID,Αναγνωριστικό μεταφορέα,
Transporter Info,Πληροφορίες μεταφορέα,
Transporter Name,Όνομα μεταφορέα,
Travel,Ταξίδι,
Travel Advance Required,Απαιτείται Απαιτήσεις Ταξιδιού,
Travel Expenses,Έξοδα μετακίνησης,
Travel From,Ταξιδέψτε από,
Travel Funding,Ταξιδιωτική χρηματοδότηση,
Travel Itinerary,Δρομολόγιο ταξιδιού,
Travel Request,Αίτηση ταξιδιού,
Travel Request Costing,Ταξινόμηση Αίτησης Ταξιδιού,
Travel To,Ταξιδεύω στο,
Travel Type,Τύπος ταξιδιού,
Treatment Period,Περίοδος θεραπείας,
Treatment Task,Εργασία θεραπείας,
Tree Details,δέντρο Λεπτομέρειες,
Tree Type,Τύπος δέντρου,
Treshold {0}% appears more than once,Κατώφλι {0}% εμφανίζεται περισσότερες από μία φορά,
Trial Balance,Ισοζύγιο,
Trial Balance (Simple),Δοκιμαστικό υπόλοιπο (απλό),
Trial Balance for Party,Ισοζύγιο για το Κόμμα,
Trial Period End Date,Ημερομηνία λήξης της δοκιμαστικής περιόδου,
Trial Period End Date Cannot be before Trial Period Start Date,Η ημερομηνία λήξης της δοκιμαστικής περιόδου δεν μπορεί να είναι πριν την ημερομηνία έναρξης της δοκιμαστικής περιόδου,
Trial Period Start Date,Ημερομηνία έναρξης δοκιμαστικής περιόδου,
Trial Period Start date cannot be after Subscription Start Date,Η ημερομηνία έναρξης της περιόδου δοκιμής δεν μπορεί να είναι μετά την ημερομηνία έναρξης της συνδρομής,
Trialling,Δοκιμάζοντας,
Tuesday,Τρίτη,
Tweet,Τιτίβισμα,
Twice Daily,Δύο φορές την ημέρα,
Twitter,Κελάδημα,
Twitter Post Id,Αναγνωριστικό δημοσίευσης Twitter,
Twitter Settings,Ρυθμίσεις Twitter,
Two-way,Αμφίδρομη,
Type,Τύπος,
Type of Business,Είδος επιχείρησης,
Type of Payment,Τύπος Πληρωμής,
Type of Proof,Είδος της απόδειξης,
Type of Sample,Τύπος δείγματος,
Type of document to rename.,Τύπος του εγγράφου για να μετονομάσετε.,
Types of activities for Time Logs,Τύποι δραστηριοτήτων για την Ώρα των αρχείων καταγραφής,
UK,Ηνωμένο Βασίλειο,
UOM,UOM,
UOM Category,Κατηγορία UOM,
UOM Conversion Detail,Λεπτομέρειες μετατροπής Μ.Μ.,
UOM Conversion Factor,Συντελεστής μετατροπής Μ.Μ.,
UOM Conversion factor ({0} -> {1}) not found for item: {2},UOM Ο συντελεστής μετατροπής ({0} -&gt; {1}) δεν βρέθηκε για το στοιχείο: {2},
UOM Conversion factor is required in row {0},Ο συντελεστής μετατροπής Μ.Μ. είναι απαραίτητος στη γραμμή {0},
UOM Conversion in Hours,Μετατροπή UOM σε ώρες,
UOM Name,Όνομα Μ.Μ.,
UOM coversion factor required for UOM: {0} in Item: {1},Ο παράγοντας μετατροπής Μ.Μ. απαιτείται για τη Μ.Μ.: {0} στο είδος: {1},
UOM in case unspecified in imported data,UOM σε περίπτωση που δεν προσδιορίζεται στα εισαγόμενα δεδομένα,
UOMs,Μ.Μ.,
UPC-A,UPC-A,
URL,URL,
URL can only be a string,Η διεύθυνση URL μπορεί να είναι μόνο συμβολοσειρά,
"URL for ""All Products""",URL για &quot;Όλα τα προϊόντα»,
US,ΜΑΣ,
USD,USD,
Unable to find DocType {0},Δεν είναι δυνατή η εύρεση του DocType {0},
Unable to find Salary Component {0},Δεν είναι δυνατή η εύρεση του στοιχείου μισθοδοσίας {0},
Unable to find exchange rate for {0} to {1} for key date {2}. Please create a Currency Exchange record manually,Δεν βρέθηκε συναλλαγματική ισοτιμία {0} έως {1} για ημερομηνία κλειδιού {2}. Δημιουργήστε μια εγγραφή συναλλάγματος με μη αυτόματο τρόπο,
Unable to find score starting at {0}. You need to have standing scores covering 0 to 100,Δεν είναι δυνατή η εύρεση βαθμολογίας ξεκινώντας από το {0}. Πρέπει να έχετε διαρκή βαθμολογίες που καλύπτουν από 0 έως 100,
Unable to find the time slot in the next {0} days for the operation {1}.,Δεν είναι δυνατή η εύρεση της χρονικής υποδοχής στις επόμενες {0} ημέρες για τη λειτουργία {1}.,
Unable to find variable: ,Δεν είναι δυνατή η εύρεση μεταβλητής:,
Unable to update remote activity,Δεν είναι δυνατή η ενημέρωση της απομακρυσμένης δραστηριότητας,
Unallocated Amount,μη διατεθέντων Ποσό,
Unblock Invoice,Αποκλεισμός Τιμολογίου,
Uncheck all,Καταργήστε την επιλογή όλων,
Unclaimed amount,Ακυρωμένο ποσό,
Uncleared Balance,Ακαθάριστο Υπόλοιπο,
Unclosed Fiscal Years Profit / Loss (Credit),Ανοικτή Χρήσεων Κέρδη / Ζημίες (Credit),
Undeposited Funds Account,Λογαριασμός χωρίς καταθέσεις,
Under AMC,Σύμφωνα με Ε.Σ.Υ.,
Under Graduate,Τελειόφοιτος,
Under Warranty,Στα πλαίσια της εγγύησης,
Underline,Υπογραμμίζω,
Unfulfilled,Ανεκπλήρωτος,
Unit,Μονάδα,
Unit Of Measure,Μονάδα μέτρησης,
Unit of Measure,Μονάδα μέτρησης,
Unit of Measure {0} has been entered more than once in Conversion Factor Table,Η μονάδα μέτρησης {0} έχει εισαχθεί περισσότερες από μία φορές στον πίνακας παραγόντων μετατροπής,
Units of Measure,Μονάδες μέτρησης,
Unknown,Αγνωστος,
Unknown Caller,Άγνωστο καλούντα,
Unlink Advance Payment on Cancellation of Order,Αποσύνδεση προκαταβολής για ακύρωση παραγγελίας,
Unlink Payment on Cancellation of Invoice,Αποσύνδεση Πληρωμή κατά την ακύρωσης της Τιμολόγιο,
Unlink external integrations,Αποσύνδεση εξωτερικών ενοποιήσεων,
Unmarked Attendance,Χωρίς διακριτικά Συμμετοχή,
Unmarked Attendance for days,Μη εμφάνιση συμμετοχής για ημέρες,
Unmarked Days,Ημέρες χωρίς σήμανση,
Unmarked days,Ημέρες χωρίς σήμανση,
Unpaid,Απλήρωτα,
Unpaid Expense Claim,Απλήρωτα αξίωση Εξόδων,
Unpaid and Discounted,Μη πληρωθείσες και εκπτωτικές,
Unplanned machine maintenance,Μη προγραμματισμένη συντήρηση του μηχανήματος,
Unpledge,Αποποίηση,
Unpledge Time,Χρόνος αποποίησης,
Unpledged,Χωρίς υποσχέσεις,
Unpublish Item,Κατάργηση δημοσίευσης στοιχείου,
Unrealized Exchange Gain/Loss Account,Μη πραγματοποιημένος λογαριασμός κέρδους / ζημιάς στο Exchange,
Unreconciled,Δεν συμφωνείται,
Unresolve,Άλυση,
Unresolved,Αλυτος,
Unscheduled,Έκτακτες,
Unsecured Loans,Ακάλυπτά δάνεια,
Unsigned,Δεν έχει υπογραφεί,
Unsubscribe from this Email Digest,Κατάργηση εγγραφής από αυτό το email Digest,
Unsubscribed,Χωρίς συνδρομή,
Unsupported GST Category for E-Way Bill JSON generation,Μη υποστηριζόμενη κατηγορία GST για την παραγωγή του Bill JSON μέσω e-Way,
Until,Μέχρι,
Unused leaves,Αχρησιμοποίητα φύλλα,
Unverified,Ανεπιβεβαίωτος,
Unverified Webhook Data,Μη επαληθευμένα δεδομένα Webhook,
Upcoming Calendar Events,Επερχόμενες εκδηλώσεις ημερολογίου,
Upcoming Calendar Events ,Επερχόμενες Ημερολόγιο Εκδηλώσεων,
Update,Ενημέρωση,
Update Account Name / Number,Ενημέρωση ονόματος λογαριασμού / αριθμού,
Update Account Number / Name,Ενημέρωση αριθμού λογαριασμού / ονόματος,
Update Auto Repeat Reference,Ενημέρωση αναφοράς αυτόματης επανάληψης,
Update BOM Cost Automatically,Ενημέρωση κόστους BOM αυτόματα,
"Update BOM cost automatically via scheduler, based on the latest Valuation Rate/Price List Rate/Last Purchase Rate of raw materials","Ενημερώστε αυτόματα το κόστος BOM μέσω χρονοπρογραμματιστή, με βάση το τελευταίο Ποσοστό Τιμής / Τιμοκατάλογος / Ποσοστό Τελευταίας Αγοράς πρώτων υλών",
Update Billed Amount in Sales Order,Ενημέρωση τιμολογίου χρέωσης στην εντολή πώλησης,
Update Clearance Date,Ενημέρωση ημερομηνίας εκκαθάρισης,
Update Consumed Material Cost In Project,Ενημέρωση κόστους κατανάλωσης υλικού στο έργο,
Update Cost,Ενημέρωση κόστους,
Update Cost Center Name / Number,Ενημέρωση ονόματος / αριθμού κέντρου κόστους,
Update Current Stock,Ενημέρωση τρέχοντος αποθέματος,
Update Details,Λεπτομέρειες ενημέρωσης,
Update Existing Records,Ενημέρωση υφιστάμενων αρχείων,
Update Items,Ενημέρωση στοιχείων,
Update Password,Ενημέρωση κωδικού πρόσβασης,
Update Price from Shopify To ERPNext Price List,Ενημέρωση τιμής από Shopify σε PolySYNC Τιμοκατάλογος,
Update Print Format,Ενημέρωση Μορφή εκτύπωσης,
Update Rate and Availability,Ενημέρωση τιμή και τη διαθεσιμότητα,
Update Response,Ενημέρωση απόκρισης,
Update Schedule,Ενημέρωση Προγραμματισμού,
Update Series,Ενημέρωση σειράς,
Update Series Number,Ενημέρωση αριθμού σειράς,
Update Stock,Ενημέρωση αποθέματος,
Update Taxes for Items,Ενημερώστε τους φόρους για τα στοιχεία,
Update Time,Ώρα ενημέρωσης,
Update in progress. It might take a while.,Ενημέρωση σε εξέλιξη. Μπορεί να πάρει λίγο χρόνο.,
Update latest price in all BOMs,Ενημερώστε την τελευταία τιμή σε όλα τα BOM,
Update stock must be enable for the purchase invoice {0},Πρέπει να ενεργοποιηθεί το ενημερωτικό απόθεμα για το τιμολόγιο αγοράς {0},
Updated via 'Time Log',Ενημέρωση μέσω 'αρχείου καταγραφής χρονολογίου',
Updating Variants...,Ενημέρωση παραλλαγών ...,
"Updating {0} of {1}, {2}","Ενημέρωση {0} από {1}, {2}",
Upload Attendance,Ανεβάστε παρουσίες,
Upload HTML,Ανεβάστε ΗΤΜΛ,
Upload XML Invoices,Μεταφόρτωση τιμολογίων XML,
Upload your letter head and logo. (you can edit them later).,Ανεβάστε την κεφαλίδα επιστολόχαρτου και το λογότυπό σας. (Μπορείτε να τα επεξεργαστείτε αργότερα).,
Upper Income,Άνω εισοδήματος,
Urgent,Επείγον,
Use Custom Cash Flow Format,Χρησιμοποιήστε την προσαρμοσμένη μορφή ροής μετρητών,
Use Google Maps Direction API to calculate estimated arrival times,Χρησιμοποιήστε το Google Maps Direction API για να υπολογίσετε τους εκτιμώμενους χρόνους άφιξης,
Use Google Maps Direction API to optimize route,Χρησιμοποιήστε το Google Maps Direction API για να βελτιστοποιήσετε τη διαδρομή,
Use Multi-Level BOM,Χρησιμοποιήστε Λ.Υ. πολλαπλών επιπέδων.,
Use Sandbox,χρήση Sandbox,
Use a name that is different from previous project name,Χρησιμοποιήστε ένα όνομα διαφορετικό από το προηγούμενο όνομα έργου,
Use for Shopping Cart,Χρησιμοποιήστε για το Καλάθι Αγορών,
Use this field to render any custom HTML in the section.,Χρησιμοποιήστε αυτό το πεδίο για να εμφανίσετε οποιαδήποτε προσαρμοσμένη HTML στην ενότητα.,
Used,Μεταχειρισμένος,
Used for Production Plan,Χρησιμοποιείται για το σχέδιο παραγωγής,
User,Χρήστης,
User Details,Λεπτομέρειες χρήστη,
User ID,ID χρήστη,
User ID not set for Employee {0},Το ID χρήστη δεν έχει οριστεί για τον υπάλληλο {0},
User Id,Ταυτότητα χρήστη,
User Remark,Παρατήρηση χρήστη,
User Resolution Time,Χρόνος ανάλυσης χρήστη,
User has not applied rule on the invoice {0},Ο χρήστης δεν έχει εφαρμόσει κανόνα σχετικά με το τιμολόγιο {0},
User must always select,Ο χρήστης πρέπει πάντα να επιλέγει,
User {0} already exists,Ο χρήστης {0} υπάρχει ήδη,
User {0} created,Ο χρήστης {0} δημιουργήθηκε,
User {0} does not exist,Ο χρήστης {0} δεν υπάρχει,
User {0} doesn't have any default POS Profile. Check Default at Row {1} for this User.,Ο χρήστης {0} δεν έχει προεπιλεγμένο προφίλ POS. Έλεγχος προεπιλογής στη γραμμή {1} για αυτόν τον χρήστη.,
User {0} is already assigned to Employee {1},Ο χρήστης {0} έχει ήδη ανατεθεί στον εργαζομένο {1},
User {0} is already assigned to Healthcare Practitioner {1},Ο χρήστης {0} έχει ήδη ανατεθεί στον ιατρικό προσωπικό {1},
User {0} is disabled,Ο χρήστης {0} είναι απενεργοποιημένος,
User {} is disabled. Please select valid user/cashier,Ο χρήστης {} είναι απενεργοποιημένος. Επιλέξτε έγκυρο χρήστη / ταμία,
Username,Όνομα χρήστη,
Users,Χρήστες,
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,Οι χρήστες με αυτό το ρόλο μπορούν να καθορίζουν δεσμευμένους λογαριασμούς και τη δημιουργία / τροποποίηση των λογιστικών εγγραφών δεσμευμένων λογαριασμών,
Utilities,Επιχειρήσεις κοινής ωφέλειας,
Utility Expenses,Έξοδα κοινής ωφέλειας,
Vacancies,Κενές θέσεις εργασίας,
Vacancies cannot be lower than the current openings,Οι κενές θέσεις εργασίας δεν μπορούν να είναι χαμηλότερες από τα τρέχοντα ανοίγματα,
Vacant,Κενός,
Valid From,Ισχύει από,
Valid From Date must be lesser than Valid Upto Date.,Η ισχύουσα από την ημερομηνία πρέπει να είναι μικρότερη από την έγκυρη μέχρι την ημερομηνία.,
Valid From Time must be lesser than Valid Upto Time.,Το Valid From Time πρέπει να είναι μικρότερο από το Valid Upto Time.,
Valid From date not in Fiscal Year {0},Ισχύει από την ημερομηνία όχι στο οικονομικό έτος {0},
Valid Number of Days,Έγκυος αριθμός ημερών,
Valid Till,Εγκυρο μέχρι,
Valid Upto,Ισχύει μέχρι,
Valid Upto date cannot be before Valid From date,Η έγκυρη ημερομηνία λήξης δεν μπορεί να είναι πριν από την ημερομηνία έγκυρης από,
Valid Upto date not in Fiscal Year {0},Έγκυρη ημερομηνία λήξης όχι στο οικονομικό έτος {0},
Valid for Countries,Ισχύει για χώρες,
Valid from and valid upto fields are mandatory for the cumulative,Ισχύει από και ισχύει για τα πεδία είναι υποχρεωτικά για το σωρευτικό,
Valid from date must be less than valid upto date,Ισχύει από την ημερομηνία πρέπει να είναι μικρότερη από την ισχύουσα μέχρι σήμερα,
Valid till Date cannot be before Transaction Date,Ισχύει έως την ημερομηνία δεν μπορεί να είναι πριν από την ημερομηνία συναλλαγής,
Valid till date cannot be before transaction date,Ισχύει μέχρι την ημερομηνία δεν μπορεί να είναι πριν από την ημερομηνία συναλλαγής,
Validate Applied Rule,Επικύρωση του εφαρμοσμένου κανόνα,
Validate Attendance,Επικύρωση συμμετοχής,
Validate Batch for Students in Student Group,Επικύρωση παρτίδας για σπουδαστές σε ομάδα σπουδαστών,
Validate Enrolled Course for Students in Student Group,Επικυρώστε το εγγεγραμμένο μάθημα για φοιτητές στην ομάδα σπουδαστών,
Validate Selling Price for Item Against Purchase Rate or Valuation Rate,Επικυρώστε την τιμή πώλησης για το στοιχείο έναντι του ποσοστού αγοράς ή του ποσοστού αποτίμησης,
Validating Employee Attendance...,Επικύρωση συμμετοχής εργαζομένων ...,
Validation Error,Σφάλμα επικύρωσης,
Validity,Εγκυρότητα,
Validity Details,Λεπτομέρειες ισχύος,
Validity and Usage,Ισχύς και χρήση,
Validity in Days,Ισχύς στις Ημέρες,
Validity period of this quotation has ended.,Η περίοδος ισχύος αυτής της προσφοράς έχει λήξει.,
Valuation,Αποτίμηση,
Valuation Method,Μέθοδος αποτίμησης,
Valuation Rate,Ποσοστό αποτίμησης,
Valuation Rate Missing,Λείπει το ποσοστό αποτίμησης,
"Valuation Rate for the Item {0}, is required to do accounting entries for {1} {2}.","Το ποσοστό αποτίμησης για το στοιχείο {0}, απαιτείται για την πραγματοποίηση λογιστικών καταχωρίσεων για το {1} {2}.",
Valuation Rate is mandatory if Opening Stock entered,Η Αποτίμηση Τιμής είναι υποχρεωτική εάν εισαχθεί Αρχικό Απόθεμα,
Valuation Rate required for Item {0} at row {1},Απαιτείται συντελεστής αποτίμησης για το στοιχείο {0} στη σειρά {1},
Valuation and Total,Αποτίμηση και σύνολο,
Valuation type charges can not be marked as Inclusive,Οι χρεώσεις τύπου εκτίμησης δεν μπορούν να επισημανθούν ως Συμπεριλαμβανομένων,
Valuation type charges can not marked as Inclusive,Χρεώσεις τύπου αποτίμηση δεν μπορεί να χαρακτηρίζεται ως Inclusive,
Value,αξία,
Value / Description,Αξία / Περιγραφή,
Value After Depreciation,Αξία μετά την απόσβεση,
Value Or Qty,Αξία ή ποσ,
Value Proposition,Προσφορά αξίας,
Value for Attribute {0} must be within the range of {1} to {2} in the increments of {3} for Item {4},Σχέση Χαρακτηριστικό {0} πρέπει να είναι εντός του εύρους των {1} έως {2} στα βήματα των {3} για τη θέση {4},
Value missing,Η αξία λείπει,
Value must be between {0} and {1},Η τιμή πρέπει να είναι μεταξύ {0} και {1},
Value or Qty,Αξία ή ποσ,
Values Changed,τιμές Άλλαξε,
Values Out Of Sync,Τιμές εκτός συγχρονισμού,
"Values of exempt, nil rated and non-GST inward supplies","Τιμές εξαιρούμενων, μηδενικού και μη πραγματικών εισαγωγικών προμηθειών",
Variable,Μεταβλητή,
